Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Switzerland/75/2019	EPI1385282	2019-02-20	Europe	Switzerland	unknown	Swiss National Reference Centre For Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.17	14.00	2019.14	2019-02-20
A/SriLanka/52/2018	EPI1359467	2018-11-03	South Asia	Sri Lanka	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.35	14.00	2018.84	2018-11-03
A/SriLanka/61/2018	EPI1359470	2018-12-26	South Asia	Sri Lanka	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.24	16.00	2018.99	2018-12-27
A/Sydney/50/2019	EPI1436685	2019-03-07	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	14.00	2019.18	2019-03-07
A/Sydney/64/2019	EPI1489652	2019-04-18	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.12	14.00	2019.30	2019-04-19
A/Iowa/59/2018	EPI1314362	2018-09-13	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.49	13.00	2018.70	2018-09-13
A/Wisconsin/505/2018	EPI1328039	2018-11-19	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.32	13.00	2018.89	2018-11-20
A/Singapore/NUH0017/2019	EPI1594987	2019-04-25	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.12	13.00	2019.32	2019-04-26
A/StPetersburg/RII-563/2018	EPI1352445	2018-12-08	West Asia	Russia	unknown	Who National Influenza Centre Russian Federation	unknown	unknown	unknown	1.51	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.27	13.00	2018.94	2018-12-09
A/StPetersburg/RII-561/2018	EPI1352429	2018-12-14	West Asia	Russia	unknown	Who National Influenza Centre Russian Federation	unknown	unknown	unknown	1.51	0.57	6b1.A/183P-5	0.00	0.00	0.00	8.00	0.27	13.00	2018.95	2018-12-14
A/StPetersburg/RII-230/2019	EPI1448998	2019-02-20	West Asia	Russia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.51	0.57	6b1.A/183P-5	0.00	0.00	0.00	8.00	0.17	13.00	2019.14	2019-02-20
A/Malaysia/RP0746/2019	EPI1594216	2019-02-05	Southeast Asia	Malaysia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.19	13.00	2019.10	2019-02-05
A/Alberta/RV2427/2019	EPI1590351	2019-08-07	North America	Canada	unknown	Public Health Agency Of Canada (Phac)	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.07	15.00	2019.60	2019-08-08
A/Mauritius/I-30/2019	EPI1437401	2019-01-10	Africa	Mauritius	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.22	16.00	2019.03	2019-01-10
A/Mauritius/I-1047/2018	EPI1437387	2018-11-26	Africa	Mauritius	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.30	15.00	2018.91	2018-11-27
A/Mauritius/I-1092/2018	EPI1437391	2018-12-15	Africa	Mauritius	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.26	15.00	2018.96	2018-12-16
A/NewCaledonia/95/2019	EPI1584480	2019-06-07	Oceania	New Caledonia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.09	13.00	2019.43	2019-06-07
A/NewCaledonia/50/2019	EPI1492835	2019-03-21	Oceania	New Caledonia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	15.00	2019.22	2019-03-21
A/NewCaledonia/45/2019	EPI1492843	2019-03-19	Oceania	New Caledonia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	14.00	2019.22	2019-03-20
A/NewCaledonia/42/2019	EPI1492675	2019-03-19	Oceania	New Caledonia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	14.00	2019.21	2019-03-19
A/Sachsen/130/2019	EPI1444521	2019-04-10	Europe	Germany	unknown	Robert Koch Institute Nationales Referenzzentrum F?r Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.14	15.00	2019.28	2019-04-11
A/Norway/1728/2019	EPI1447207	2019-04-10	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.14	15.00	2019.27	2019-04-10
A/Dnipro/158/2019	EPI1497518	2019-02-13	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.20	15.00	2019.12	2019-02-13
A/Macedonia/1243/2019	EPI1448838	2019-03-07	Europe	Macedonia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.17	16.00	2019.18	2019-03-07
A/TimorLeste/27/2019	EPI1594267	2019-03-25	Southeast Asia	East Timor	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.15	14.00	2019.23	2019-03-25
A/Brisbane/72/2019	EPI1584488	2019-07-08	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.08	12.00	2019.52	2019-07-09
A/Yokohama/123/2018	EPI1333642	2018-11-18	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.64	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.34	14.00	2018.88	2018-11-19
A/SantaCatarina/235/2019	EPI1584293	2019-04-01	South America	Brazil	unknown	Instituto Oswaldo Cruz Fiocruz	unknown	unknown	unknown	0.64	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.14	14.00	2019.25	2019-04-01
A/Mie/15/2019	EPI1443599	2019-03-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.64	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	14.00	2019.20	2019-03-15
A/Mie/16/2019	EPI1444756	2019-03-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.64	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	14.00	2019.20	2019-03-15
A/NordrheinWestfalen/120/2019	EPI1444520	2019-04-03	Europe	Germany	unknown	Robert Koch Institute Nationales Referenzzentrum F?r Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.15	14.00	2019.26	2019-04-04
A/SouthAfrica/R01890/2019	EPI1548766	2019-03-04	Africa	South Africa	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.19	13.00	2019.17	2019-03-04
A/Oman/4090/2019	EPI1583841	2019-06-08	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.10	14.00	2019.44	2019-06-09
A/SouthAfrica/R05624/2019	EPI1548772	2019-05-21	Africa	South Africa	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.12	13.00	2019.39	2019-05-21
A/Myanmar/19M168/2019	EPI1566688	2019-06-15	Southeast Asia	Myanmar	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.37	0.64	6b1.A/183P-5	0.00	0.00	0.07	6.00	0.10	12.00	2019.45	2019-06-15
A/Myanmar/19M166/2019	EPI1566684	2019-06-19	Southeast Asia	Myanmar	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.10	13.00	2019.47	2019-06-20
A/Myanmar/19M167/2019	EPI1566686	2019-06-16	Southeast Asia	Myanmar	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.11	14.00	2019.46	2019-06-16
A/Tokyo/19083/2019	EPI1494554	2019-05-13	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.13	13.00	2019.36	2019-05-13
A/Phetchaburi/160/2019	EPI1588976	2019-04-09	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	14.00	2019.27	2019-04-09
A/Stockholm/25/2019	EPI1591221	2019-09-01	Europe	Sweden	unknown	Public Health Agency Of Sweden	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.07	15.00	2019.67	2019-09-02
A/Austria/1179575/2019	EPI1595475	2019-08-21	Europe	Austria	unknown	Medical University Vienna	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.08	15.00	2019.64	2019-08-22
A/Ontario/RV2398/2019	EPI1589449	2019-08-21	North America	Canada	unknown	Public Health Agency Of Canada (Phac)	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.09	14.00	2019.64	2019-08-21
A/Stockholm/28/2019	EPI1591277	2019-08-21	Europe	Sweden	unknown	Public Health Agency Of Sweden	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.09	14.00	2019.64	2019-08-21
A/Netherlands/10256/2019	EPI1585605	2019-08-25	Europe	Netherlands	unknown	National Institute For Public Health And The Environment (Rivm)	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.09	14.00	2019.65	2019-08-26
A/Gothenburg/2/2019	EPI1591195	2019-08-25	Europe	Sweden	unknown	Public Health Agency Of Sweden	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.09	14.00	2019.65	2019-08-25
A/Pennsylvania/1015/2019	EPI1588433	2019-08-18	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.09	14.00	2019.63	2019-08-18
A/Stockholm/26/2019	EPI1591237	2019-08-18	Europe	Sweden	unknown	Public Health Agency Of Sweden	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.09	14.00	2019.63	2019-08-19
A/Orebro/2/2019	EPI1591253	2019-08-17	Europe	Sweden	unknown	Public Health Agency Of Sweden	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.09	14.00	2019.63	2019-08-17
A/Jonkoping/1/2019	EPI1591261	2019-08-21	Europe	Sweden	unknown	Public Health Agency Of Sweden	unknown	unknown	unknown	0.37	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.09	14.00	2019.64	2019-08-22
A/Bhutan/52/2019	EPI1507252	2019-01-02	South Asia	Bhutan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.68	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.23	15.00	2019.01	2019-01-02
A/Bhutan/1058/2019	EPI1507230	2019-04-07	South Asia	Bhutan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.68	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.13	14.00	2019.27	2019-04-08
A/Bulgaria/13/2019	EPI1357227	2019-01-03	Europe	Bulgaria	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.68	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.23	15.00	2019.01	2019-01-03
A/HangaRoa/109002/2018	EPI1361431	2018-12-24	South America	Chile	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.68	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.25	14.00	2018.98	2018-12-24
A/Taiwan/79751/2018	EPI1413584	2018-11-04	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.68	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.35	14.00	2018.85	2018-11-05
A/Denmark/1811/2018	EPI1332033	2018-11-19	Europe	Denmark	unknown	Statens Serum Institute	unknown	unknown	unknown	0.68	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.32	14.00	2018.89	2018-11-20
A/Bhutan/1002/2019	EPI1497983	2019-01-10	South Asia	Bhutan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.68	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.22	14.00	2019.03	2019-01-10
A/Nepal/19FL0001/2019	EPI1465182	2019-01-01	South Asia	Nepal	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.68	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.24	15.00	2019.00	2019-01-01
A/Bhutan/860/2019	EPI1497135	2019-01-07	South Asia	Bhutan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.68	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.23	14.00	2019.02	2019-01-08
A/Hiroshima/74/2018	EPI1346385	2018-11-26	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.68	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.30	14.00	2018.91	2018-11-27
A/Bhutan/138/2019	EPI1507238	2019-01-18	South Asia	Bhutan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.68	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.21	14.00	2019.05	2019-01-19
A/Darwin/201/2018	EPI1359446	2018-12-06	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.31	14.00	2018.93	2018-12-06
A/SriLanka/39/2019	EPI1584496	2019-08-03	South Asia	Sri Lanka	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.07	14.00	2019.59	2019-08-04
A/Victoria/142/2019	EPI1542770	2019-07-07	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.09	14.00	2019.51	2019-07-07
A/Victoria/147/2019	EPI1542767	2019-07-07	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.09	14.00	2019.51	2019-07-07
A/Llanelli/228/2018	EPI1319007	2018-10-27	Europe	United Kingdom	unknown	Public Health Wales Microbiology	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.40	14.00	2018.82	2018-10-28
A/Swansea/8700/2018	EPI1324807	2018-11-12	Europe	United Kingdom	unknown	Public Health Wales Microbiology Cardiff	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.36	14.00	2018.87	2018-11-13
A/Florida/76/2019	EPI1507842	2019-06-16	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	5.47	0.57	6b1.A/183P-5	0.00	0.00	0.00	8.00	0.10	14.00	2019.46	2019-06-17
A/Malaysia/RP2118/2019	EPI1584500	2019-06-08	Southeast Asia	Malaysia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	5.47	0.64	6b1.A/183P-5	0.00	0.00	0.07	7.00	0.10	14.00	2019.44	2019-06-09
A/Yokohama/141/2019	EPI1413486	2019-03-08	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	5.47	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.18	13.00	2019.18	2019-03-08
A/Yokohama/142/2019	EPI1413490	2019-03-08	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	5.47	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.18	13.00	2019.18	2019-03-08
A/Darwin/193/2018	EPI1355385	2018-12-03	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.31	15.00	2018.92	2018-12-03
A/Darwin/5/2018	EPI1355286	2018-10-30	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.39	14.00	2018.83	2018-10-30
A/Darwin/6/2018	EPI1355406	2018-11-03	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.38	14.00	2018.84	2018-11-03
A/Paraguay/9858/2019	EPI1546264	2019-03-22	South America	Paraguay	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.17	14.00	2019.22	2019-03-23
A/Paraguay/4189/2019	EPI1546312	2019-04-16	South America	Paraguay	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.14	14.00	2019.29	2019-04-16
A/Alaska/34/2019	EPI1573988	2019-07-18	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	8.00	0.09	13.00	2019.54	2019-07-18
A/Norway/2223/2019	EPI1583766	2019-07-26	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.09	13.00	2019.57	2019-07-26
A/Paris/2146/2019	EPI1595464	2019-08-29	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.07	13.00	2019.66	2019-08-29
A/Tregaron/5212/2019	EPI1359795	2019-01-01	Europe	United Kingdom	unknown	Public Health Wales Microbiology Cardiff	unknown	unknown	unknown	1.00	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.26	14.00	2019.00	2019-01-01
A/HongKong/105/2019	EPI1382610	2019-01-01	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.16	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.27	13.00	2019.00	2019-01-01
A/Tianjin-Binhaixin/SWL395/2018	EPI1353185	2019-01-02	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	1.16	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.27	14.00	2019.01	2019-01-02
A/Kanagawa/AC1882/2019	EPI1542338	2019-04-22	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	1.16	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.14	14.00	2019.31	2019-04-23
A/Victoria/31/2019	EPI1594153	2019-05-16	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	1.16	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.12	12.00	2019.37	2019-05-16
A/Henan-Shancheng/SWL1351/2019	EPI1504138	2019-04-09	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	1.16	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.15	14.00	2019.27	2019-04-09
A/Macau/602233/2019	EPI1595023	2019-03-25	China	China	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	1.16	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.17	15.00	2019.23	2019-03-25
A/Krasnoyarsk/RII-05/2019	EPI1449038	2019-02-10	West Asia	Russia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.16	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.22	14.00	2019.11	2019-02-11
A/Guyane/1883/2019	EPI1431372	2019-02-20	South America	French Guiana	unknown	Institut Pasteur	unknown	unknown	unknown	1.16	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.21	13.00	2019.14	2019-02-20
A/Guyane/1878/2019	EPI1431340	2019-02-20	South America	French Guiana	unknown	Institut Pasteur	unknown	unknown	unknown	1.16	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.21	13.00	2019.14	2019-02-20
A/Barbados/3863/2019	EPI1557885	2019-02-09	North America	Barbados	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.24	13.00	2019.11	2019-02-09
A/Iceland/44/2019	EPI1506819	2019-04-02	Europe	Iceland	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.18	13.00	2019.25	2019-04-03
A/Argentina/1322/2019	EPI1587777	2019-07-04	South America	Argentina	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.10	15.00	2019.51	2019-07-05
A/Norway/2153/2019	EPI1548812	2019-06-12	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.12	13.00	2019.45	2019-06-13
A/Norway/2193/2019	EPI1583748	2019-07-18	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.10	15.00	2019.54	2019-07-18
A/Iquique/67291/2019	EPI1574587	2019-07-16	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.10	13.00	2019.54	2019-07-17
A/Iquique/53115/2019	EPI1567554	2019-06-01	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.14	14.00	2019.42	2019-06-01
A/Norway/2148/2019	EPI1548811	2019-06-19	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.89	0.64	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.13	12.00	2019.47	2019-06-19
A/Swansea/7695/2019	EPI1584070	2019-06-12	Europe	United Kingdom	unknown	Public Health Wales Microbiology Cardiff	unknown	unknown	unknown	0.89	0.64	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.13	12.00	2019.45	2019-06-12
A/Chillan/61756/2019	EPI1588649	2019-07-04	South America	Chile	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.12	14.00	2019.51	2019-07-05
A/Concepcion/57510/2019	EPI1568244	2019-06-16	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.13	13.00	2019.46	2019-06-17
A/Concepcion/66981/2019	EPI1574548	2019-07-12	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.11	13.00	2019.53	2019-07-13
A/Santiago/60454/2019	EPI1568502	2019-06-19	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.13	13.00	2019.47	2019-06-20
A/Sydney/147/2019	EPI1583974	2019-06-23	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.11	13.00	2019.48	2019-06-23
A/Bangladesh/973/2019	EPI1480011	2019-02-24	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.22	14.00	2019.15	2019-02-24
A/HongKong/3032/2019	EPI1587999	2019-07-15	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.10	13.00	2019.54	2019-07-16
A/Victoria/2061/2019	EPI1434699	2019-02-01	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.28	13.00	2019.09	2019-02-01
A/Guizhou-Bijiang/SWL1350/2019	EPI1504093	2019-04-21	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.17	15.00	2019.31	2019-04-22
A/Gothenburg/1/2019	EPI1591187	2019-08-26	Europe	Sweden	unknown	Public Health Agency Of Sweden	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.08	14.00	2019.65	2019-08-27
A/Zhejiang-Kecheng/SWL1558/2019	EPI1504129	2019-04-07	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.19	13.00	2019.27	2019-04-08
A/Guangxi-Gangbei/SWL1491/2019	EPI1504300	2019-05-14	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.15	14.00	2019.37	2019-05-15
A/StPetersburg/RII-4188S/2019	EPI1490881	2019-04-10	West Asia	Russia	unknown	Who National Influenza Centre Russian Federation	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.19	13.00	2019.27	2019-04-10
